"","City","OtherName","Country","Latitude","Longitude","Certainty","year","pop"
"6078","Kanazawa",NA,"Japan","36.561325","136.656206",1,1850,116000
"6079","Kano",NA,"Nigeria","12.00012","8.51672",1,1850,40000
"6080","Kashi","Kashgar","China","39.4704","75.989756",1,1850,35000
"6081","Katsina",NA,"Nigeria","12.98943","7.60063",1,1850,7500
"6082","Kazan",NA,"Russian Federation","55.790278","49.134722",2,1850,44000
"6083","Kerman",NA,"Iran","30.28321","57.07879",1,1850,30000
"6084","Kherson","Cherson","Ukraine","46.635417","32.616867",1,1850,24338
"6085","Kiev",NA,"Russian Federation","50.45466","30.5238",1,1850,52000
"6086","Kingston",NA,"Jamaica","17.992731","-76.8",1,1850,33000
"6087","Kobe","Hyogo","Japan","34.691269","135.183072",1,1850,21861
"6088","Kokand","Khokand","Uzbekistan","40.533261","70.932342",1,1850,80000
"6089","Konigsberg","Kaliningrad, Königsberg","Germany","54.716667","20.516667",2,1850,76122
"6090","Konya","Konia","Turkey","37.87135","32.48464",1,1850,33000
"6091","Krakow","Cracow","Poland","50.06143","19.93658",1,1850,42000
"6092","Kukawa","Kuka","Nigeria","12.916667","13.566667",3,1850,50000
"6093","Kumasi",NA,"Guinea","6.68848","-1.62443",1,1850,25000
"6094","Kunming","Yunnanfu","China","25.03889","102.71833",1,1850,50000
"6095","Kursk",NA,"Russian Federation","51.73733","36.18735",1,1850,30000
"6096","Kyoto",NA,"Japan","35.02107","135.75385",1,1850,323000
"6097","La Paz",NA,"Bolivia","-16.5","-68.15",1,1850,44000
"6098","Lahore",NA,"Pakistan","31.54972","74.34361",1,1850,94000
"6099","Lanzhou","Lanchow","China","36.061089","103.834304",1,1850,100000
"6100","Le Havre",NA,"France","49.494369","0.107931",1,1850,53000
"6101","Leeds",NA,"United Kingdom","53.79648","-1.54785",1,1850,184000
"6102","Leghorn","Livorno","Italy","43.55","10.310579",2,1850,84000
"6103","Leicester",NA,"United Kingdom","52.6386","-1.13169",1,1850,59000
"6104","Leipzig",NA,"Germany","51.33962","12.37129",1,1850,63000
"6105","Lhasa",NA,"China","29.645563","91.140749",1,1850,42000
"6106","Liege","Liège","Belgium","50.63373","5.56749",1,1850,92164
"6107","Lille",NA,"France","50.628442","3.054975",1,1850,99000
"6108","Lima","Rimac","Peru","-12.04318","-77.02824",1,1850,70000
"6109","Limerick",NA,"Ireland","52.6653","-8.630497",1,1850,54000
"6110","Limoges",NA,"France","45.83153","1.2578",1,1850,34000
"6111","Lisbon",NA,"Portugal","38.71667","-9.13333",1,1850,262000
"6112","Liverpool",NA,"United Kingdom","53.408372","-2.991572",1,1850,425000
"6113","London",NA,"United Kingdom","51.511214","-0.119825",1,1850,2320000
"6114","Louisville","Kentucky","United States of America","38.252563","-85.758367",1,1850,45316
"6115","Louveigne","Louvain, Louveigné","Belgium","50.877572","4.704328",2,1850,29747
"6116","Lubeck","Lübeck","Germany","53.865886","10.687097",1,1850,23000
"6117","Lucknow",NA,"India","26.83928","80.92313",1,1850,300000
"6118","Ludhiana",NA,"India","30.90015","75.85229",1,1850,50000
"6119","Lvov","Lwow, Lemberg","Poland","49.839683","24.029717",1,1850,71000
"6120","Lyon",NA,"France","45.74846","4.84671",1,1850,220000
"6121","Macao",NA,"China","22.1667","113.55",1,1850,29587
"6122","Madgdeburg",NA,"Germany","52.130808","11.628878",1,1850,52055
"6123","Madras",NA,"India","13.08784","80.27847",1,1850,310000
"6124","Madrid",NA,"Spain","40.416775","-3.703789",1,1850,216571
"6125","Madurai",NA,"India","9.91735","78.11962",1,1850,41601
"6126","Mahdia","Mahdiya","Tunisia","35.50472","11.06222",1,1850,4000
"6127","Mainz",NA,"Germany","49.98419","8.2791",1,1850,43000
"6128","Malaga",NA,"Spain","36.721261","-4.421267",1,1850,75000
"6129","Manchester",NA,"United Kingdom","53.48095","-2.23743",1,1850,404000
"6130","Manila",NA,"Philippines","14.58","121",1,1850,114000
"6131","Mansura","Brahmanabad","Pakistan","25.590258","68.776944",3,1850,24000
"6132","Mantova","Mantua","Italy","45.156417","10.791375",1,1850,28000
"6133","Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,1850,50000
"6134","Marseille",NA,"France","43.29695","5.38107",1,1850,139000
"6135","Masenya",NA,"Chad","11.402536","16.171328",3,1850,20000
"6136","Mashhad","Meshhed","Iran","36.3","59.6",1,1850,45000
"6137","Mathura","Muttra","India","27.4925","77.673611",3,1850,56000
"6138","Matsumae","Fukuyama, Matsmaye (Hokkaido)","Japan","41.433333","140.116667",3,1850,65000
"6139","Mecca",NA,"Saudi Arabia","21.42667","39.82611",1,1850,45000
"6140","Medina del Campo",NA,"Spain","41.31239","-4.91413",1,1850,2700
"6141","Meerut",NA,"India","28.97155","77.71934",1,1850,55000
"6142","Meknes","Takrart, Mequinez, Miknas, Meknès","Morocco","33.89352","-5.54727",1,1850,56000
"6143","Melbourne",NA,"Australia","-37.814","144.96332",1,1850,35000
"6144","Merida","Tiho","Mexico","20.979719","-89.615789",1,1850,25000
"6145","Merthyr Tydfil",NA,"United Kingdom","51.748731","-3.381647",1,1850,61000
"6146","Messina",NA,"Italy","38.19327","15.54969",1,1850,66000
"6147","Mexico City","Tenochtitlan","Mexico","19.42847","-99.12766",1,1850,170000
"6148","Milan",NA,"Italy","45.465453","9.198786",1,1850,182000
"6149","Mirzapur",NA,"India","24.10287","82.564433",3,1850,77000
"6150","Montreal","Montréal","Canada","45.50884","-73.58781",1,1850,48207
"6151","Moradabad",NA,"India","28.83893","78.77684",1,1850,54000
"6152","Moscow",NA,"Russian Federation","55.75222","37.61556",1,1850,373800
"6153","Mosul","Ak Mawsil","Iraq","36.335","43.11889",1,1850,45000
"6154","Multan",NA,"Pakistan","30.19556","71.47528",1,1850,80000
"6155","Mumbai","Bombay","India","19.07283","72.88261",1,1850,580000
"6156","Munger","Mudgagiri, Monghyr","India","25.37262","86.490321",1,1850,40000
"6157","Munich",NA,"Germany","48.136739","11.576756",1,1850,115000
"6158","Murcia",NA,"Spain","37.98704","-1.13004",1,1850,42000
"6159","Murshidabad",NA,"India","24.1839","88.27171",3,1850,96000
"6160","Muscat",NA,"Oman","23.61387","58.5922",1,1850,60000
"6161","Mysore",NA,"India","12.29791","76.63925",1,1850,54000
"6162","Nagoya",NA,"Japan","35.181447","136.906397",1,1850,93000
"6163","Nagpur",NA,"India","21.15","79.1",2,1850,111000
"6164","Nanchang",NA,"China","28.68333","115.88333",1,1850,75000
"6165","Nancy",NA,"France","48.68439","6.18496",1,1850,44000
"6166","Nanhai","Foshan, Fatshan","China","23.016667","113.116667",1,1850,175000
"6167","Nanjing","Nanking","China","32.05","118.766667",1,1850,50000
"6168","Nanning",NA,"China","22.81667","108.31667",1,1850,40000
"6169","Nantes",NA,"France","47.21725","-1.55336",1,1850,95000
"6170","Naples",NA,"Italy","40.851775","14.268122",1,1850,413000
"6171","New Orleans","Louisiana","United States of America","29.95465","-90.07507",1,1850,132035
"6172","New York","New York","United States of America","40.714353","-74.005972",1,1850,645845
"6173","Newcastle upon Tyne",NA,"United Kingdom","54.978253","-1.617781",2,1850,110000
"6174","Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,1850,90000
"6175","Nizhniy Novgorod","Nishny Novgorod, Gorkiy","Russian Federation","56.3269","44.0075",1,1850,31000
"6176","Norwich",NA,"United Kingdom","52.62783","1.29834",1,1850,67000
"6177","Nottingham",NA,"United Kingdom","52.9536","-1.15047",1,1850,93000
"6178","Nurnberg","Nürnberg, Nuremberg","Germany","49.452031","11.07675",1,1850,51000
"6179","Oaxaca",NA,"Mexico","17.07108","-96.71914",1,1850,25000
"6180","Odessa","Odesa","Russian Federation","46.47747","30.73262",1,1850,71392
"6181","Ogbomosho",NA,"Nigeria","8.133333","4.25",1,1850,45000
"6182","Ohrid","Ochrida","Bulgaria","43.454967","23.380704",3,1850,7000
"6183","Oldham",NA,"United Kingdom","53.54051","-2.1183",1,1850,71000
"6184","Oporto","Porto","Portugal","41.167972","-8.627064",1,1850,99690
"6185","Orleans","Orléans","France","47.902964","1.90925",1,1850,41000
"6186","Osaka",NA,"Japan","34.693216","135.502082",1,1850,320000
"6187","Oyo","Katunga","Nigeria","7.85","3.93333",1,1850,25000
"6188","Padua",NA,"Italy","45.406436","11.876761",1,1850,51000
"6189","Paisley",NA,"United Kingdom","55.83173","-4.43254",1,1850,47000
"6190","Palembang",NA,"Indonesia","-2.91673","104.7458",1,1850,40000
"6191","Palermo",NA,"Italy","38.115689","13.361267",1,1850,170000
"6192","Palma",NA,"Spain","39.56939","2.65024",1,1850,41000
"6193","Paris",NA,"France","48.856614","2.352222",1,1850,1314000
"6194","Patna",NA,"India","25.610533","85.14145",1,1850,226000
"6195","Pavia",NA,"Italy","45.18446","9.16145",1,1850,27000
"6196","Peshawar","Purusapura, Pushkalavati","Pakistan","34.008","71.57849",1,1850,53970
"6197","Philadelphia","Pennsylvania","United States of America","39.95","-75.1667",1,1850,426221
"6198","Piacenza","Fiacenza","Italy","45.04676","9.69937",1,1850,36000
"6199","Pisa",NA,"Italy","43.71553","10.39659",1,1850,23000
"6200","Pittsburgh","Pennsylvania","United States of America","40.44062","-79.99589",1,1850,69744
"6201","Plovdiv","Philippopolis","Bulgaria","42.15","24.75",1,1850,35000
"6202","Plymouth",NA,"United Kingdom","50.375456","-4.14305",1,1850,100000
"6203","Pochow",NA,"China","33.8772222","115.7702778",3,1850,43000
"6204","Poitiers",NA,"France","46.58333","0.33333",1,1850,25000
"6205","Port Louis",NA,"Mauritius","-20.16194","57.504104",1,1850,49000
"6206","Portsmouth",NA,"United Kingdom","50.816661","-1.083383",1,1850,77000
"6207","Potosi","Potosí","Bolivia","-19.58361","-65.75306",1,1850,23000
"6208","Potsdam",NA,"Germany","52.39886","13.06566",1,1850,31000
"6209","Poznan","Posen","Poland","52.40692","16.92993",1,1850,46000
"6210","Prague",NA,"Austria","50.08804","14.42076",1,1850,117000
"6211","Preston",NA,"United Kingdom","53.76667","-2.71667",1,1850,69000
"6212","Prizren","Frizren","Serbia","42.21389","20.73972",1,1850,28000
"6213","Providence","Rhode Island","United States of America","41.823989","-71.412833",1,1850,52946
"6214","Puebla","Puebla de Zaragoza","Mexico","19.0514","-98.2178",1,1850,70000
"6215","Pune","Poona","India","18.52043","73.856744",1,1850,73000
"6216","Puri","Jagganath","India","19.810556","85.831389",2,1850,29705
"6217","Pyongyang","P'yongyang, Tonggoo","Dem. People's Republic of Korea","39.03385","125.75432",1,1850,62000
"6218","Qazvin","Kazvin","Iran","36.26877","50.0041",1,1850,30000
"6219","Quebec",NA,"Canada","46.81228","-71.21454",1,1850,40000
"6220","Quito",NA,"Ecuador","-0.22985","-78.52495",1,1850,36000
"6221","Rabat",NA,"Morocco","34.01325","-6.83255",1,1850,36000
"6222","Rajahmundry",NA,"India","17.00517","81.77784",1,1850,17500
"6223","Rampur",NA,"India","28.789304","79.024952",1,1850,65000
"6224","Recife","Pernambuco","Brazil","-8.05389","-34.88111",1,1850,106000
"6225","Regensburg","Ratisbon","Germany","49.015","12.09556",1,1850,22000
"6226","Reggio di Calabria",NA,"Italy","38.1113","15.647292",2,1850,20000
"6227","Reims","Rheims","France","49.25","4.03333",1,1850,45000
"6228","Rennes",NA,"France","48.11198","-1.67429",1,1850,38000
"6229","Riga",NA,"Russian Federation","56.946","24.10589",1,1850,61543
"6230","Rio de Janeiro",NA,"Brazil","-22.90278","-43.2075",1,1850,166419
"6231","Rome",NA,"Italy","41.89474","12.4839",1,1850,158000
"6232","Rotterdam",NA,"Netherlands","51.9225","4.47917",1,1850,111957
"6233","Roubaix","Roubaix-Tourcoing","France","50.692706","3.177847",2,1850,70000
"6234","Rouen",NA,"France","49.44313","1.09932",1,1850,104000
"6235","Ruse","Rustchuk","Bulgaria","43.835572","25.965656",2,1850,33000
"6236","s'Hertogenbosch","Bois-le-Duc","Netherlands","51.697819","5.303667",1,1850,21000
"6237","Saint Petersburg","Leningrad","Russian Federation","59.89444","30.26417",1,1850,502000
"6238","Saint-Omer",NA,"France","50.750114","2.252208",1,1850,21000
"6239","Salvador","Sao Salvador, Bahia","Brazil","-12.97111","-38.51083",1,1850,100000
"6240","San Luis Potosi","San Luis Potosí","Mexico","22.14993","-100.9828",1,1850,30000
"6241","Sana'a","Sanaa","Yemen","15.35472","44.20667",1,1850,40000
"6242","Santiago",NA,"Chile","-33.45","-70.666667",1,1850,84000
"6243","Santiago de Queretaro","Santiago de Querétaro, Queretaro","Mexico","20.588792","-100.389889",2,1850,29702
"6244","Santiago Tilantongo","Tilantongo","Mexico","17.25","-97.283333",2,1850,2000
"6245","Sarajevo","Bosna-Serai, Serajevo","Bosnia and Herzegovina","43.84864","18.35644",1,1850,20000
"6246","Saratov",NA,"Russian Federation","51.54056","46.00861",1,1850,59000
"6247","Segou","Segu, Ségou","Mali","13.440597","-6.265319",1,1850,35000
"6248","Semarang",NA,"Indonesia","-6.9932","110.4203",1,1850,40000
"6249","Sendai",NA,"Japan","38.266667","140.866667",1,1850,55000
"6250","Sennar",NA,"Sudan","13.567469","33.567203",1,1850,7000
"6251","Seoul","Hanyang","Republic of Korea","37.56826","126.97783",1,1850,183000
"6252","Serres","Serrai, Seres","Greece","41.090922","23.541319",1,1850,30000
"6253","Sevastopol",NA,"Russian Federation","44.58883","33.5224",1,1850,43000
"6254","Seville",NA,"Spain","37.388097","-5.982331",1,1850,117000
"6255","Shahjahanpur",NA,"India","27.88142","79.9109",3,1850,62000
"6256","Shanghai",NA,"China","31.22222","121.45806",1,1850,185000
"6257","Shaoxing","Shaohing","China","30","120.583333",1,1850,30000
"6258","Sheffield",NA,"United Kingdom","53.381128","-1.470086",1,1850,141000
"6259","Shenyang","Fengtien, Mukden","China","41.79222","123.43278",1,1850,30000
"6260","Shkoder","Shkodra, Scutari","Albania","42.0743","19.527661",1,1850,38000
"6261","Shumen","Shumla","Bulgaria","43.276667","26.929167",3,1850,30000
"6262","Siena",NA,"Italy","43.32004","11.33283",1,1850,21000
"6263","Silistra","Silistria","Bulgaria","44.114728","27.267189",1,1850,22000
"6264","Sivas",NA,"Turkey","39.74833","37.01611",1,1850,31000
"6265","Smolensk",NA,"Russian Federation","54.7818","32.0401",1,1850,10792
"6266","Smyrna","Izmir","Turkey","38.41273","27.13838",1,1850,150000
"6267","Sokoto",NA,"Nigeria","13.06092","5.23902",1,1850,33000
"6268","Srinagar",NA,"India","34.08842","74.80298",1,1850,70000
"6269","St. Louis","Missouri","United States of America","38.626978","-90.199403",1,1850,77860
"6270","Stockholm",NA,"Sweden","59.33258","18.0649",1,1850,93070
"6271","Stockport",NA,"United Kingdom","53.40979","-2.15761",1,1850,53000
"6272","Stoke",NA,"United Kingdom","53.25","-2.86667",1,1850,82000
"6273","Strasbourg","Strassburg","France","48.58342","7.74296",1,1850,75000
"6274","Stuttgart",NA,"Germany","48.78232","9.17702",1,1850,48000
"6275","Subotica","Szabadka, Maria Theresiopel","Serbia","46.100278","19.665556",2,1850,34000
"6276","Suceava","Suczawa","Romania","47.63333","26.25",1,1850,6000
"6277","Sudak","Soldaia","Russian Federation","44.84924","34.97471",1,1850,600
"6278","Sunderland",NA,"United Kingdom","54.90465","-1.38222",2,1850,65000
"6279","Surabaya","Soerabaja","Indonesia","-7.24917","112.75083",1,1850,60000
"6280","Surakarta","Soerakarta","Indonesia","-7.55611","110.83167",1,1850,103000
"6281","Surat",NA,"India","21.19594","72.83023",1,1850,99000
"6282","Suzhou","Soochow","China","31.3","120.6",1,1850,330000
"6283","Sydney",NA,"Australia","-33.86785","151.20732",1,1850,48000
"6284","Szczecin","Stettin","Poland","53.416667","14.583333",2,1850,48000
"6285","Szeged","Szegedin","Hungary","46.255","20.145",2,1850,49000
"6286","Tabriz",NA,"Iran","38.08","46.2919",1,1850,70000
"6287","Tainan City","Taiwan","China","22.983333","120.18333",3,1850,65000
"6288","Taiyuan",NA,"China","37.87059","112.548879",1,1850,45000
"6289","Taku","Dagu forts","China","38.974444","117.673611",2,1850,40000
"6290","Targoviste","Tirgovishtea, Târgoviste","Romania","44.924167","25.456667",1,1850,14000
"6291","Tarsus",NA,"Turkey","36.91876","34.8784",1,1850,30000
"6292","Tashkent",NA,"Uzbekistan","41.26465","69.21627",1,1850,50000
"6293","Taza",NA,"Morocco","34.2167","-4.0167",1,1850,12000
"6294","Tbilisi","Tiflis","Georgia","41.709975","44.792989",1,1850,34890
"6295","Tehran","Teheran","Iran","35.69439","51.42151",1,1850,70000
"6296","Thanjavur","Tanjore","India","10.786999","79.137827",1,1850,45000
"6297","Thatta","Tatta","India","24.746117","67.924336",2,1850,10000
"6298","The Hague","s-Gravenhage","Netherlands","52.070492","4.300694",1,1850,65000
"6299","Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,1850,75000
"6300","Tianjin","Tientsin","China","39.14222","117.17667",1,1850,195000
"6301","Tiruchirappalli","Trichinopoly","India","10.805","78.685556",3,1850,55000
"6302","Tlaxcala",NA,"Mexico","19.32076","-98.20959",1,1850,3463
"6303","Tokushima",NA,"Japan","34.070269","134.554844",1,1850,46000
"6304","Tokyo","Yedo, Edo","Japan","35.6895","139.69171",1,1850,780000
"6305","Tombouctou","Timbuktu","Mali","16.77348","-3.00742",1,1850,13000
"6306","Toulon",NA,"France","43.11667","5.93333",1,1850,68000
"6307","Tournai","Doornik","Belgium","50.60715","3.38932",1,1850,29000
"6308","Tours",NA,"France","47.38333","0.68333",1,1850,33000
"6309","Trabzon","Trebizond","Turkey","41.00145","39.717806",3,1850,28000
"6310","Trieste","Triest","Italy","45.633333","13.8",2,1850,63931
"6311","Tripoli",NA,"Libya","32.876175","13.187508",1,1850,25000
"6312","Troy","New York","United States of America","42.728411","-73.691786",1,1850,36349
"6313","Troyes",NA,"France","48.3","4.08333",1,1850,21000
"6314","Tula",NA,"Russian Federation","54.107722","37.573261",1,1850,54626
"6315","Tunis",NA,"Tunisia","36.818811","10.165961",1,1850,90000
"6316","Turin",NA,"Italy","45.07049","7.68682",1,1850,125000
"6317","Tynemouth",NA,"United Kingdom","55.01788","-1.42559",2,1850,57000
"6318","Utrecht",NA,"Netherlands","52.09083","5.12222",1,1850,38000
"6319","Vadodara","Baroda","India","22.30731","73.181098",3,1850,100000
"6320","Valencia",NA,"Spain","39.469908","-0.376289",1,1850,100000
"6321","Valladolid",NA,"Spain","41.65518","-4.72372",1,1850,40000
"6322","Valletta","Valetta","Malta","35.89972","14.51472",1,1850,50000
"6323","Valparaiso",NA,"Chile","-33.05","-71.6167",1,1850,45000
"6324","Varanasi ","Benares","India","25.317645","82.973914",2,1850,185000
"6325","Veliko Tarnovo","Veliko, Tarnovo, Trnovo","Bulgaria","43.083333","25.65",2,1850,15000
"6326","Vellore",NA,"India","12.9184","79.13255",1,1850,51408
"6327","Venice",NA,"Italy","45.440847","12.315514",1,1850,141000
"6328","Verona",NA,"Italy","45.43419","10.99779",1,1850,52000
"6329","Versailles",NA,"France","48.8","2.13333",1,1850,35000
"6330","Vicenza",NA,"Italy","45.545478","11.535422",1,1850,22000
"6331","Vidin",NA,"Bulgaria","43.99","22.8725",1,1850,23000
"6332","Vienna","Wien","Austria","48.20849","16.37208",1,1850,426415
"6333","Vilnius","Vilna","Lithuania","54.683333","25.283333",1,1850,55916
"6334","Voronezh",NA,"Russian Federation","51.67204","39.1843",1,1850,40000
"6335","Wakayama",NA,"Japan","34.225986","135.167508",1,1850,55000
"6336","Wanxian","Wanhsien","China","30.9","108.467",3,1850,45000
"6337","Warsaw",NA,"Poland","52.22977","21.01178",1,1850,163000
"6338","Washington D.C.","Washington","United States of America","38.914144","-77.0234",1,1850,48367
"6339","Wenzhou","Wenchow, Luchow","China","27.99942","120.66682",1,1850,50000
"6340","Wolverhampton",NA,"United Kingdom","52.58547","-2.12296",1,1850,114000
"6341","Wroclaw","Breslau","Germany","51.116667","17.033333",3,1850,115000
"6342","Wuhan","Wuchang","China","30.58333","114.26667",1,1850,185000
"6343","Wuhu",NA,"China","31.33728","118.37351",1,1850,72000
"6344","Wuppertal","Barmen-Elberfeld","Germany","51.268752","7.18026",2,1850,75000
"6345","Wurzburg","Würzburg","Germany","49.791558","9.953694",1,1850,24000
"6346","Wuzhou","Wuchow","China","23.476963","111.279115",2,1850,48000
"6347","Xiamen","Amoy, Hsiamen","China","24.47979","118.08187",1,1850,70000
"6348","Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,1850,275000
"6349","Xiangtan","Siangtan","China","27.85","112.9",3,1850,63000
"6350","Xuzhou","Suchow, Suifu, Hsuchow","China","34.26","117.21",1,1850,75000
"6351","Yadz","Yezd","Iran","31.896611","54.360681",1,1850,30000
"6352","Yangzhou","Yangchow","China","32.4"," 119.416667",2,1850,60000
"6353","Yarkand","Yarcant","China","38.414289","77.246006",2,1850,50000
"6354","Yaroslavl",NA,"Russian Federation","57.626072","39.884464",2,1850,35000
"6355","Yinchuan","Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia","China","38.4667","106.2667",3,1850,60000
"6356","Yining","Ili, Gulja, Kulja","China","43.916667","81.316667",2,1850,60000
"6357","Yogyakarta","Jogjakarta","Indonesia","-7.797139","110.368833",1,1850,47000
"6358","Ypres","Leper","Belgium","50.849997","2.883339",1,1850,16800
"6359","Zacatecas",NA,"Mexico","22.76843","-102.58141",1,1850,29000
"6360","Zanzibar",NA,"Tanzania","-6.16394","39.19793",1,1850,60000
"6361","Zaragoza",NA,"Spain","41.648792","-0.889581",1,1850,60745
"6362","Zaria",NA,"Nigeria","11.11128","7.7227",1,1850,50000
"6363","Zhangye","Kanchow","China","38.93333","100.45",3,1850,45000
"6364","Aachen","Aix-la-Chapelle","Germany","50.77664","6.08342",1,1851,48688
"6365","Abeokuta",NA,"Nigeria","7.15","3.35",2,1851,60000
"6366","Aberdeen",NA,"United Kingdom","57.14369","-2.09814",1,1851,71973
"6367","Ahmedabad","Asawal","India","23.039568","72.566004",1,1851,97048
"6368","Aix",NA,"France","43.526304"," 5.445429",3,1851,23000
"6369","Algiers",NA,"Algiers","36.7525","3.04197",1,1851,57081
"6370","Amiens",NA,"France","49.892","2.299",1,1851,47000
"6371","Angers",NA,"France","47.46667","-0.55",1,1851,43000
"6372","Arles",NA,"France","43.6767","4.6278",1,1851,23208
"6373","Arras",NA,"France","50.291","2.777533",1,1851,25271
"6374","Athens",NA,"Greece","37.97945","23.71622",1,1851,31125
"6375","Avignon",NA,"France","43.94834","4.80892",1,1851,32000
"6376","Bakhchiserai",NA,"Ukraine","44.755286","33.867233",1,1851,12800
"6377","Bandar Seri Begawan",NA,"Brunei","4.890283","114.942217",3,1851,14000
"6378","Bath",NA,"United Kingdom","51.37795","-2.35907",1,1851,54240
"6379","Belfast",NA,"Ireland","54.597283","-5.930117",1,1851,102103
"6380","Besancon","Besançon","France","47.24878","6.01815",1,1851,35000
"6381","Beziers","Béziers","France","43.34762","3.21899",1,1851,17376
"6382","Birmingham",NA,"United Kingdom","52.48142","-1.89983",1,1851,300826
"6383","Blackburn",NA,"United Kingdom","53.748578","-2.487536",2,1851,46536
"6384","Bolton",NA,"United Kingdom","53.58333","-2.43333",1,1851,61171
"6385","Bordeaux",NA,"France","44.84044","-0.5805",1,1851,143827
"6386","Bourges",NA,"France","47.08333","2.4",1,1851,25037
"6387","Bradford",NA,"United Kingdom","53.79391","-1.75206",2,1851,103778
"6388","Bratislava","Pozsony, Pressburg","Slovakia","48.145892","17.107136",2,1851,46527
"6389","Brighton",NA,"United Kingdom","50.822531","-0.137164",2,1851,65569
"6390","Bristol",NA,"United Kingdom","51.45523","-2.59665",1,1851,151528
"6391","Brussel","Brussels","Belgium","50.85045","4.34878",1,1851,214000
"6392","Caen",NA,"France","49.18585","-0.35912",1,1851,43000
"6393","Chatham",NA,"United Kingdom","51.37891","0.52786",2,1851,51314
"6394","Clermont",NA,"France","45.7831","3.0824",2,1851,33516
"6395","Constantine",NA,"Algeria","36.365","6.61472",1,1851,28711
"6396","Cork",NA,"Ireland","51.89797","-8.47061",1,1851,90022
"6397","Cremona",NA,"Italy","45.13617","10.02797",1,1851,28328
"6398","Derby",NA,"United Kingdom","52.922531","-1.474619",1,1851,40609
"6399","Dieppe",NA,"France","49.922992","1.077483",1,1851,16216
"6400","Dijon",NA,"France","47.31667","5.01667",1,1851,32253
"6401","Dublin",NA,"Ireland","53.33306","-6.24889",1,1851,265896
"6402","Dundee",NA,"United Kingdom","56.5","-2.96667",1,1851,78931
"6403","Dunkerque","Dunkirk","France","51.0383","2.3775",1,1851,29080
"6404","Edinburgh",NA,"United Kingdom","55.95206","-3.19648",1,1851,193930
"6405","Exeter",NA,"United Kingdom","50.7236","-3.52751",1,1851,40609
"6406","Glasgow",NA,"United Kingdom","55.86515","-4.25763",1,1851,353981
"6407","Graz",NA,"Austria","47.06667","15.45",1,1851,55421
"6408","Grenoble",NA,"France","45.16667","5.71667",1,1851,31340
"6409","Guayaquil",NA,"Ecuador","-2.18194","-79.89167",1,1851,25000
"6410","Hamburg",NA,"Germany","53.57532","10.01534",1,1851,197000
"6411","Hull",NA,"United Kingdom","53.7446","-0.33525",1,1851,84690
"6412","Jingdezhen","Kingtehchen","China","29.268836","117.17842",2,1851,170000
"6413","Kazan",NA,"Russian Federation","55.790278","49.134722",2,1851,45049
"6414","Le Havre",NA,"France","49.494369","0.107931",1,1851,53662
"6415","Leeds",NA,"United Kingdom","53.79648","-1.54785",1,1851,186422
"6416","Leghorn","Livorno","Italy","43.55","10.310579",2,1851,84907
"6417","Leicester",NA,"United Kingdom","52.6386","-1.13169",1,1851,60584
"6418","Lille",NA,"France","50.628442","3.054975",1,1851,100501
"6419","Limerick",NA,"Ireland","52.6653","-8.630497",1,1851,55268
"6420","Limoges",NA,"France","45.83153","1.2578",1,1851,34000
"6421","Liverpool",NA,"United Kingdom","53.408372","-2.991572",1,1851,440323
"6422","London",NA,"United Kingdom","51.511214","-0.119825",1,1851,2362236
"6423","Lubeck","Lübeck","Germany","53.865886","10.687097",1,1851,23000
"6424","Lvov","Lwow, Lemberg","Poland","49.839683","24.029717",1,1851,68000
"6425","Manchester",NA,"United Kingdom","53.48095","-2.23743",1,1851,414870
"6426","Melbourne",NA,"Australia","-37.814","144.96332",1,1851,39000
"6427","Merthyr Tydfil",NA,"United Kingdom","51.748731","-3.381647",1,1851,63080
"6428","Metz",NA,"France","49.11911","6.17269",1,1851,57713
"6429","Milan",NA,"Italy","45.465453","9.198786",1,1851,183000
"6430","Montauban",NA,"France","44.01667","1.35",1,1851,18000
"6431","Montpellier",NA,"France","43.61092","3.87723",1,1851,43000
"6432","Nancy",NA,"France","48.68439","6.18496",1,1851,45129
"6433","Nantes",NA,"France","47.21725","-1.55336",1,1851,96362
"6434","Naples",NA,"Italy","40.851775","14.268122",1,1851,416475
"6435","Newcastle upon Tyne",NA,"United Kingdom","54.978253","-1.617781",2,1851,113352
"6436","Nimes","Nîmes","France","43.83333","4.35",1,1851,53619
"6437","Norwich",NA,"United Kingdom","52.62783","1.29834",1,1851,68195
"6438","Nottingham",NA,"United Kingdom","52.9536","-1.15047",1,1851,94976
"6439","Oldham",NA,"United Kingdom","53.54051","-2.1183",1,1851,72357
"6440","Orel",NA,"Russian Federation","52.96508","36.0785",1,1851,25630
"6441","Orleans","Orléans","France","47.902964","1.90925",1,1851,42000
"6442","Paisley",NA,"United Kingdom","55.83173","-4.43254",1,1851,47952
"6443","Paris",NA,"France","48.856614","2.352222",1,1851,1325000
"6444","Parma",NA,"Italy","44.80266","10.32898",1,1851,40536
"6445","Plymouth",NA,"United Kingdom","50.375456","-4.14305",1,1851,102380
"6446","Poitiers",NA,"France","46.58333","0.33333",1,1851,25308
